# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 0, 1e-05]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    3.450000     0.0000000000e+00     0.0000000000e+00     1.4274727577e-01
    3.500000     0.0000000000e+00     0.0000000000e+00     5.3264858027e-01
    3.550000     0.0000000000e+00     0.0000000000e+00     1.2413418793e+00
    3.600000     0.0000000000e+00     0.0000000000e+00     1.4927940469e+00
    3.650000     0.0000000000e+00     0.0000000000e+00     9.5755782828e-01
    3.700000     0.0000000000e+00     0.0000000000e+00     6.0379774607e-01
    3.750000     0.0000000000e+00     0.0000000000e+00     1.2850839475e+00
    3.800000    -0.0000000000e+00     0.0000000000e+00     2.5035139317e+00
    3.850000    -0.0000000000e+00     0.0000000000e+00     2.5695869217e+00
    3.900000     0.0000000000e+00     0.0000000000e+00     1.4049229287e+00
    3.950000     0.0000000000e+00    -0.0000000000e+00     6.0494618218e-01
    4.000000     0.0000000000e+00    -0.0000000000e+00     4.8976869396e-01
    4.050000     0.0000000000e+00     0.0000000000e+00     4.2749309640e-01
    4.100000     0.0000000000e+00     0.0000000000e+00     2.8716716141e-01
    4.150000     0.0000000000e+00     0.0000000000e+00     3.3607127049e-01
    4.200000     0.0000000000e+00     0.0000000000e+00     5.9187361468e-01
    4.250000     0.0000000000e+00     0.0000000000e+00     6.5793515180e-01
    4.300000     0.0000000000e+00     0.0000000000e+00     4.0757040900e-01
    4.350000    -0.0000000000e+00     0.0000000000e+00     2.1296830095e-01
    4.400000    -0.0000000000e+00     0.0000000000e+00     2.4076781802e-01
    4.450000     0.0000000000e+00     0.0000000000e+00     2.9465314424e-01
    4.500000     0.0000000000e+00     0.0000000000e+00     2.0559176616e-01
    4.550000     0.0000000000e+00     0.0000000000e+00     8.9275251892e-02
    4.600000     0.0000000000e+00     0.0000000000e+00     1.0070741010e-01
    4.650000     0.0000000000e+00    -0.0000000000e+00     3.1154066411e-01
    4.700000     0.0000000000e+00    -0.0000000000e+00     6.3628648967e-01
    4.750000     0.0000000000e+00    -0.0000000000e+00     7.1968083991e-01
    4.800000     0.0000000000e+00     0.0000000000e+00     4.6221277833e-01
    4.850000     0.0000000000e+00     0.0000000000e+00     2.4069123175e-01
    4.900000     0.0000000000e+00     0.0000000000e+00     2.8623661475e-01
    4.950000     0.0000000000e+00     0.0000000000e+00     5.0971095970e-01
    5.000000     0.0000000000e+00     0.0000000000e+00     6.4513217906e-01
    5.050000     0.0000000000e+00     0.0000000000e+00     5.0287026752e-01
    5.100000    -0.0000000000e+00     0.0000000000e+00     2.5536604662e-01
    5.150000    -0.0000000000e+00    -0.0000000000e+00     1.2929082449e-01
    5.200000    -0.0000000000e+00     0.0000000000e+00     9.8272703003e-02
    5.250000    -0.0000000000e+00     0.0000000000e+00     8.9558384744e-02
    5.300000    -0.0000000000e+00     0.0000000000e+00     1.0735767468e-01
    5.350000     0.0000000000e+00     0.0000000000e+00     1.3513192849e-01
    5.400000     0.0000000000e+00     0.0000000000e+00     1.3841704056e-01
    5.450000     0.0000000000e+00     0.0000000000e+00     1.1818443287e-01
    5.500000     0.0000000000e+00     0.0000000000e+00     1.0056790661e-01
    5.550000     0.0000000000e+00     0.0000000000e+00     1.0917509901e-01
    5.600000     0.0000000000e+00     0.0000000000e+00     1.3499760525e-01
    5.650000    -0.0000000000e+00     0.0000000000e+00     1.3910190653e-01
    5.700000     0.0000000000e+00    -0.0000000000e+00     1.0875973217e-01
    5.750000     0.0000000000e+00     0.0000000000e+00     8.6939605239e-02
    5.800000     0.0000000000e+00     0.0000000000e+00     1.2041638681e-01
    5.850000     0.0000000000e+00    -0.0000000000e+00     1.8062681489e-01
    5.900000     0.0000000000e+00     0.0000000000e+00     1.9441813619e-01
    5.950000     0.0000000000e+00     0.0000000000e+00     1.6637705740e-01
    6.000000     0.0000000000e+00     0.0000000000e+00     1.5213287014e-01
    6.050000     0.0000000000e+00     0.0000000000e+00     1.6492409447e-01
    6.100000     0.0000000000e+00     0.0000000000e+00     1.5497912641e-01
    6.150000     0.0000000000e+00     0.0000000000e+00     1.0003929803e-01
    6.200000     0.0000000000e+00     0.0000000000e+00     5.0376697373e-02
    6.250000     0.0000000000e+00     0.0000000000e+00     3.5501883463e-02
    6.300000    -0.0000000000e+00     0.0000000000e+00     4.6872026244e-02
    6.350000    -0.0000000000e+00     0.0000000000e+00     7.1303331098e-02
    6.400000     0.0000000000e+00     0.0000000000e+00     8.6460006118e-02
    6.450000     0.0000000000e+00     0.0000000000e+00     7.2298728521e-02
    6.500000    -0.0000000000e+00     0.0000000000e+00     5.0098036341e-02
    6.550000    -0.0000000000e+00     0.0000000000e+00     3.7291103065e-02
    6.600000     0.0000000000e+00     0.0000000000e+00     3.4368459120e-02
    6.650000     0.0000000000e+00     0.0000000000e+00     3.9850391202e-02
    6.700000     0.0000000000e+00     0.0000000000e+00     4.9538624886e-02
    6.750000    -0.0000000000e+00     0.0000000000e+00     5.4920242744e-02
    6.800000    -0.0000000000e+00     0.0000000000e+00     5.0845041703e-02
    6.850000    -0.0000000000e+00     0.0000000000e+00     4.4333130443e-02
    6.900000     0.0000000000e+00     0.0000000000e+00     3.8307613910e-02
    6.950000     0.0000000000e+00     0.0000000000e+00     3.5824126961e-02
    7.000000     0.0000000000e+00     0.0000000000e+00     3.8185851591e-02
    7.050000     0.0000000000e+00     0.0000000000e+00     4.2936986576e-02
    7.100000    -0.0000000000e+00     0.0000000000e+00     3.9071383152e-02
    7.150000    -0.0000000000e+00     0.0000000000e+00     2.9303995819e-02
    7.200000     0.0000000000e+00     0.0000000000e+00     2.4410940471e-02
    7.250000     0.0000000000e+00     0.0000000000e+00     2.2699459571e-02
    7.300000     0.0000000000e+00    -0.0000000000e+00     1.8809012733e-02
    7.350000     0.0000000000e+00     0.0000000000e+00     1.4152993088e-02
    7.400000     0.0000000000e+00     0.0000000000e+00     1.9196286929e-02
    7.450000     0.0000000000e+00     0.0000000000e+00     3.6560732064e-02
    7.500000     0.0000000000e+00     0.0000000000e+00     5.4496059320e-02
    7.550000     0.0000000000e+00     0.0000000000e+00     5.5181007373e-02
    7.600000     0.0000000000e+00     0.0000000000e+00     4.1072849217e-02
    7.650000     0.0000000000e+00     0.0000000000e+00     2.6415290581e-02
    7.700000     0.0000000000e+00     0.0000000000e+00     1.9236626938e-02
    7.750000     0.0000000000e+00     0.0000000000e+00     1.5717725705e-02
    7.800000    -0.0000000000e+00     0.0000000000e+00     1.4094129532e-02
    7.850000    -0.0000000000e+00     0.0000000000e+00     1.4042587388e-02
    7.900000     0.0000000000e+00     0.0000000000e+00     1.3619844426e-02
    7.950000     0.0000000000e+00     0.0000000000e+00     1.4178865143e-02
    8.000000     0.0000000000e+00     0.0000000000e+00     1.4442250235e-02
    8.050000     0.0000000000e+00     0.0000000000e+00     1.5004295602e-02
    8.100000     0.0000000000e+00     0.0000000000e+00     1.4708097291e-02
    8.150000     0.0000000000e+00     0.0000000000e+00     1.5718163512e-02
    8.200000     0.0000000000e+00     0.0000000000e+00     1.7567800253e-02
    8.250000     0.0000000000e+00     0.0000000000e+00     2.1147986389e-02
    8.300000     0.0000000000e+00     0.0000000000e+00     2.2353936094e-02
    8.350000     0.0000000000e+00     0.0000000000e+00     1.9461615326e-02
    8.400000     0.0000000000e+00     0.0000000000e+00     1.8250544372e-02
    8.450000     0.0000000000e+00     0.0000000000e+00     2.1605896319e-02
    8.500000     0.0000000000e+00     0.0000000000e+00     2.7076266834e-02
    8.550000     0.0000000000e+00     0.0000000000e+00     2.6620475144e-02
    8.600000     0.0000000000e+00     0.0000000000e+00     1.9892802955e-02
    8.650000     0.0000000000e+00     0.0000000000e+00     1.2053132286e-02
    8.700000     0.0000000000e+00     0.0000000000e+00     1.3575969301e-02
    8.750000    -0.0000000000e+00     0.0000000000e+00     2.2681096605e-02
    8.800000    -0.0000000000e+00     0.0000000000e+00     2.8709429332e-02
    8.850000    -0.0000000000e+00     0.0000000000e+00     2.5715038897e-02
    8.900000     0.0000000000e+00     0.0000000000e+00     2.0237595908e-02
    8.950000     0.0000000000e+00     0.0000000000e+00     1.6238075154e-02
    9.000000     0.0000000000e+00    -0.0000000000e+00     1.1832601412e-02
    9.050000     0.0000000000e+00     0.0000000000e+00     9.9678339487e-03
    9.100000     0.0000000000e+00     0.0000000000e+00     1.1886111536e-02
    9.150000     0.0000000000e+00     0.0000000000e+00     1.5300434485e-02
    9.200000     0.0000000000e+00     0.0000000000e+00     1.4963029733e-02
    9.250000     0.0000000000e+00     0.0000000000e+00     1.3389224330e-02
    9.300000     0.0000000000e+00    -0.0000000000e+00     1.1224211162e-02
    9.350000     0.0000000000e+00    -0.0000000000e+00     1.1413721357e-02
    9.400000     0.0000000000e+00     0.0000000000e+00     1.4380542214e-02
    9.450000     0.0000000000e+00     0.0000000000e+00     1.9253807908e-02
    9.500000     0.0000000000e+00     0.0000000000e+00     2.3201781530e-02
    9.550000     0.0000000000e+00     0.0000000000e+00     2.3906548947e-02
    9.600000     0.0000000000e+00     0.0000000000e+00     2.0648044340e-02
    9.650000     0.0000000000e+00     0.0000000000e+00     1.4898094860e-02
    9.700000    -0.0000000000e+00     0.0000000000e+00     1.1333581934e-02
    9.750000    -0.0000000000e+00     0.0000000000e+00     8.4598198796e-03
    9.800000     0.0000000000e+00     0.0000000000e+00     7.8729892769e-03
    9.850000    -0.0000000000e+00    -0.0000000000e+00     9.4901754332e-03
    9.900000    -0.0000000000e+00    -0.0000000000e+00     1.4681014782e-02
    9.950000     0.0000000000e+00     0.0000000000e+00     1.7814589166e-02
   10.000000     0.0000000000e+00     0.0000000000e+00     1.5574179254e-02
   10.050000     0.0000000000e+00     0.0000000000e+00     1.3281849876e-02
   10.100000     0.0000000000e+00     0.0000000000e+00     1.3213821596e-02
   10.150000     0.0000000000e+00     0.0000000000e+00     1.2504529652e-02
   10.200000     0.0000000000e+00     0.0000000000e+00     1.2707884788e-02
   10.250000     0.0000000000e+00     0.0000000000e+00     1.7990925433e-02
   10.300000     0.0000000000e+00     0.0000000000e+00     2.0895206688e-02
   10.350000     0.0000000000e+00     0.0000000000e+00     1.8499726580e-02
   10.400000    -0.0000000000e+00     0.0000000000e+00     1.3977764662e-02
   10.450000     0.0000000000e+00     0.0000000000e+00     1.1290170003e-02
   10.500000     0.0000000000e+00     0.0000000000e+00     8.3165068945e-03
   10.550000     0.0000000000e+00     0.0000000000e+00     6.4287927293e-03
   10.600000     0.0000000000e+00     0.0000000000e+00     7.4350078905e-03
   10.650000     0.0000000000e+00     0.0000000000e+00     1.1362922643e-02
   10.700000     0.0000000000e+00     0.0000000000e+00     1.4610959479e-02
   10.750000     0.0000000000e+00     0.0000000000e+00     1.2451525863e-02
   10.800000     0.0000000000e+00     0.0000000000e+00     8.7967285447e-03
   10.850000     0.0000000000e+00     0.0000000000e+00     6.3387208217e-03
   10.900000    -0.0000000000e+00     0.0000000000e+00     6.2056615849e-03
   10.950000    -0.0000000000e+00     0.0000000000e+00     6.8918445541e-03
   11.000000    -0.0000000000e+00     0.0000000000e+00     9.1824840645e-03
   11.050000     0.0000000000e+00     0.0000000000e+00     1.0045075772e-02
   11.100000    -0.0000000000e+00     0.0000000000e+00     1.0975267188e-02
   11.150000    -0.0000000000e+00     0.0000000000e+00     1.3588566908e-02
   11.200000     0.0000000000e+00     0.0000000000e+00     1.6678495287e-02
   11.250000     0.0000000000e+00     0.0000000000e+00     1.7604451305e-02
   11.300000    -0.0000000000e+00     0.0000000000e+00     1.5474158116e-02
   11.350000    -0.0000000000e+00     0.0000000000e+00     1.5085901884e-02
   11.400000     0.0000000000e+00     0.0000000000e+00     1.6862418621e-02
   11.450000     0.0000000000e+00     0.0000000000e+00     1.8195038504e-02
   11.500000     0.0000000000e+00     0.0000000000e+00     1.7429702037e-02
   11.550000     0.0000000000e+00     0.0000000000e+00     1.9966761577e-02
   11.600000     0.0000000000e+00     0.0000000000e+00     2.3209976085e-02
   11.650000     0.0000000000e+00     0.0000000000e+00     2.4879317787e-02
   11.700000     0.0000000000e+00     0.0000000000e+00     2.5235281821e-02
   11.750000    -0.0000000000e+00     0.0000000000e+00     2.4457831598e-02
   11.800000    -0.0000000000e+00     0.0000000000e+00     2.1595679857e-02
   11.850000     0.0000000000e+00     0.0000000000e+00     1.7856011072e-02
   11.900000     0.0000000000e+00    -0.0000000000e+00     1.7124234499e-02
   11.950000     0.0000000000e+00    -0.0000000000e+00     1.8229087540e-02
   12.000000     0.0000000000e+00     0.0000000000e+00     2.1389076977e-02
   12.050000    -0.0000000000e+00     0.0000000000e+00     2.4753250017e-02
   12.100000    -0.0000000000e+00     0.0000000000e+00     2.7118386563e-02
   12.150000     0.0000000000e+00     0.0000000000e+00     2.5711947310e-02
   12.200000     0.0000000000e+00     0.0000000000e+00     2.3373794505e-02
   12.250000     0.0000000000e+00     0.0000000000e+00     2.0754890743e-02
   12.300000     0.0000000000e+00    -0.0000000000e+00     1.8186717442e-02
   12.350000     0.0000000000e+00    -0.0000000000e+00     1.5903825235e-02
   12.400000     0.0000000000e+00     0.0000000000e+00     1.4606575944e-02
   12.450000     0.0000000000e+00     0.0000000000e+00     1.3919850387e-02
   12.500000     0.0000000000e+00     0.0000000000e+00     1.1882525848e-02
   12.550000     0.0000000000e+00     0.0000000000e+00     1.1387551811e-02
   12.600000     0.0000000000e+00    -0.0000000000e+00     1.0441490824e-02
   12.650000     0.0000000000e+00    -0.0000000000e+00     8.2350284816e-03
   12.700000     0.0000000000e+00    -0.0000000000e+00     4.8315151755e-03
   12.750000     0.0000000000e+00    -0.0000000000e+00     4.8302218651e-03
   12.800000     0.0000000000e+00     0.0000000000e+00     7.1396840980e-03
   12.850000     0.0000000000e+00     0.0000000000e+00     8.2440563487e-03
   12.900000     0.0000000000e+00     0.0000000000e+00     9.3914195420e-03
   12.950000     0.0000000000e+00     0.0000000000e+00     1.2775603234e-02
   13.000000     0.0000000000e+00     0.0000000000e+00     1.4908885315e-02
   13.050000     0.0000000000e+00     0.0000000000e+00     1.3253690360e-02
   13.100000     0.0000000000e+00     0.0000000000e+00     1.1791383364e-02
   13.150000     0.0000000000e+00     0.0000000000e+00     1.1553737216e-02
   13.200000     0.0000000000e+00     0.0000000000e+00     1.4541751689e-02
   13.250000     0.0000000000e+00     0.0000000000e+00     1.6836024627e-02
   13.300000     0.0000000000e+00     0.0000000000e+00     1.6540947070e-02
   13.350000     0.0000000000e+00     0.0000000000e+00     1.3876710453e-02
   13.400000     0.0000000000e+00     0.0000000000e+00     1.4796388677e-02
   13.450000     0.0000000000e+00     0.0000000000e+00     1.9477586556e-02
   13.500000    -0.0000000000e+00     0.0000000000e+00     2.1093274457e-02
   13.550000    -0.0000000000e+00     0.0000000000e+00     1.8321999119e-02
   13.600000    -0.0000000000e+00     0.0000000000e+00     1.5098107531e-02
   13.650000    -0.0000000000e+00     0.0000000000e+00     1.4550271392e-02
   13.700000    -0.0000000000e+00     0.0000000000e+00     1.3519314794e-02
   13.750000     0.0000000000e+00     0.0000000000e+00     1.3222656669e-02
   13.800000     0.0000000000e+00     0.0000000000e+00     1.4559741107e-02
   13.850000     0.0000000000e+00     0.0000000000e+00     1.7630052657e-02
   13.900000     0.0000000000e+00     0.0000000000e+00     1.7122934199e-02
   13.950000     0.0000000000e+00     0.0000000000e+00     1.2400064412e-02
   14.000000     0.0000000000e+00     0.0000000000e+00     7.1594122792e-03
   14.050000     0.0000000000e+00     0.0000000000e+00     5.6400852614e-03
   14.100000     0.0000000000e+00     0.0000000000e+00     7.7662485342e-03
   14.150000     0.0000000000e+00     0.0000000000e+00     1.0943548910e-02
   14.200000    -0.0000000000e+00     0.0000000000e+00     1.6914023804e-02
   14.250000    -0.0000000000e+00     0.0000000000e+00     2.4118093467e-02
   14.300000    -0.0000000000e+00     0.0000000000e+00     3.1383993476e-02
   14.350000    -0.0000000000e+00     0.0000000000e+00     3.4125254929e-02
   14.400000    -0.0000000000e+00     0.0000000000e+00     3.1872377882e-02
   14.450000    -0.0000000000e+00     0.0000000000e+00     2.8457014933e-02
   14.500000    -0.0000000000e+00     0.0000000000e+00     2.6689177104e-02
   14.550000     0.0000000000e+00     0.0000000000e+00     2.2836527149e-02
   14.600000     0.0000000000e+00     0.0000000000e+00     1.8216867083e-02
   14.650000     0.0000000000e+00    -0.0000000000e+00     1.7084221963e-02
   14.700000     0.0000000000e+00    -0.0000000000e+00     1.9715609782e-02
   14.750000     0.0000000000e+00    -0.0000000000e+00     2.2813935865e-02
   14.800000     0.0000000000e+00    -0.0000000000e+00     2.1513468387e-02
   14.850000     0.0000000000e+00    -0.0000000000e+00     1.7281802005e-02
   14.900000     0.0000000000e+00     0.0000000000e+00     1.1697573706e-02
   14.950000     0.0000000000e+00     0.0000000000e+00     9.7948343033e-03
   15.000000     0.0000000000e+00     0.0000000000e+00     9.3942055689e-03
   15.050000     0.0000000000e+00     0.0000000000e+00     7.8068634951e-03
   15.100000     0.0000000000e+00     0.0000000000e+00     6.9090773814e-03
   15.150000     0.0000000000e+00     0.0000000000e+00     1.0061774670e-02
   15.200000     0.0000000000e+00     0.0000000000e+00     1.5563932508e-02
   15.250000     0.0000000000e+00     0.0000000000e+00     2.2083680337e-02
   15.300000     0.0000000000e+00     0.0000000000e+00     2.6608609786e-02
   15.350000     0.0000000000e+00     0.0000000000e+00     2.4041692714e-02
   15.400000     0.0000000000e+00     0.0000000000e+00     2.0869426106e-02
   15.450000    -0.0000000000e+00     0.0000000000e+00     2.0864067126e-02
   15.500000    -0.0000000000e+00     0.0000000000e+00     2.1089670178e-02
   15.550000     0.0000000000e+00     0.0000000000e+00     1.6940038668e-02
   15.600000     0.0000000000e+00     0.0000000000e+00     1.2442922765e-02
   15.650000     0.0000000000e+00    -0.0000000000e+00     9.7761791526e-03
   15.700000     0.0000000000e+00    -0.0000000000e+00     1.0377442005e-02
   15.750000    -0.0000000000e+00     0.0000000000e+00     1.3647814412e-02
   15.800000    -0.0000000000e+00     0.0000000000e+00     1.7979091512e-02
   15.850000     0.0000000000e+00     0.0000000000e+00     2.0684721102e-02
   15.900000     0.0000000000e+00     0.0000000000e+00     1.8056027511e-02
   15.950000     0.0000000000e+00     0.0000000000e+00     1.4914646416e-02
   16.000000     0.0000000000e+00    -0.0000000000e+00     1.3109187897e-02
   16.050000     0.0000000000e+00    -0.0000000000e+00     1.1645722174e-02
   16.100000     0.0000000000e+00     0.0000000000e+00     8.2630376964e-03
   16.150000     0.0000000000e+00     0.0000000000e+00     6.4312152266e-03
   16.200000     0.0000000000e+00     0.0000000000e+00     7.0339613798e-03
   16.250000     0.0000000000e+00     0.0000000000e+00     1.0097217434e-02
   16.300000    -0.0000000000e+00     0.0000000000e+00     1.3860434960e-02
   16.350000     0.0000000000e+00     0.0000000000e+00     1.5311300477e-02
   16.400000     0.0000000000e+00     0.0000000000e+00     1.4920008966e-02
   16.450000     0.0000000000e+00     0.0000000000e+00     1.6320542587e-02
   16.500000     0.0000000000e+00     0.0000000000e+00     2.3016609021e-02
   16.550000     0.0000000000e+00     0.0000000000e+00     2.9994735435e-02
   16.600000     0.0000000000e+00     0.0000000000e+00     3.2392395598e-02
   16.650000     0.0000000000e+00     0.0000000000e+00     2.7462391101e-02
   16.700000     0.0000000000e+00     0.0000000000e+00     2.2955285496e-02
   16.750000     0.0000000000e+00    -0.0000000000e+00     2.2476957715e-02
   16.800000     0.0000000000e+00     0.0000000000e+00     2.1867210426e-02
   16.850000     0.0000000000e+00     0.0000000000e+00     1.8454102831e-02
   16.900000    -0.0000000000e+00     0.0000000000e+00     1.4692842733e-02
   16.950000    -0.0000000000e+00     0.0000000000e+00     1.3968394930e-02
   17.000000    -0.0000000000e+00     0.0000000000e+00     1.8369805660e-02
   17.050000    -0.0000000000e+00     0.0000000000e+00     2.7449322011e-02
   17.100000    -0.0000000000e+00     0.0000000000e+00     3.3615817254e-02
   17.150000    -0.0000000000e+00     0.0000000000e+00     3.3793600782e-02
   17.200000    -0.0000000000e+00     0.0000000000e+00     2.8381879518e-02
   17.250000    -0.0000000000e+00     0.0000000000e+00     2.2402974203e-02
   17.300000     0.0000000000e+00     0.0000000000e+00     1.8660475824e-02
   17.350000     0.0000000000e+00     0.0000000000e+00     1.7900493612e-02
   17.400000     0.0000000000e+00    -0.0000000000e+00     1.7088683279e-02
   17.450000     0.0000000000e+00    -0.0000000000e+00     1.5621280900e-02
   17.500000     0.0000000000e+00    -0.0000000000e+00     1.4327662830e-02
   17.550000    -0.0000000000e+00     0.0000000000e+00     1.4033430300e-02
   17.600000    -0.0000000000e+00     0.0000000000e+00     1.6866864134e-02
   17.650000     0.0000000000e+00     0.0000000000e+00     1.9599378697e-02
   17.700000     0.0000000000e+00     0.0000000000e+00     1.9909705723e-02
   17.750000     0.0000000000e+00     0.0000000000e+00     1.5852209245e-02
   17.800000     0.0000000000e+00    -0.0000000000e+00     1.1543229820e-02
   17.850000     0.0000000000e+00     0.0000000000e+00     9.1696948766e-03
   17.900000     0.0000000000e+00     0.0000000000e+00     1.0184631683e-02
   17.950000     0.0000000000e+00     0.0000000000e+00     1.2334050936e-02
   18.000000     0.0000000000e+00     0.0000000000e+00     1.6146416336e-02
   18.050000     0.0000000000e+00     0.0000000000e+00     2.0151429576e-02
   18.100000    -0.0000000000e+00     0.0000000000e+00     1.9557282446e-02
   18.150000    -0.0000000000e+00     0.0000000000e+00     1.8004233848e-02
   18.200000     0.0000000000e+00     0.0000000000e+00     1.8914204370e-02
   18.250000     0.0000000000e+00     0.0000000000e+00     2.0675994450e-02
   18.300000     0.0000000000e+00     0.0000000000e+00     1.8104609442e-02
   18.350000     0.0000000000e+00     0.0000000000e+00     1.3239843208e-02
   18.400000     0.0000000000e+00     0.0000000000e+00     8.9313041850e-03
   18.450000    -0.0000000000e+00     0.0000000000e+00     8.3287751056e-03
   18.500000    -0.0000000000e+00     0.0000000000e+00     9.6207579632e-03
