# Kick = [    0.000000000000e+00,     1.000000000000e-05,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
         66.97302482      -5.68989300e-16    -1.205767782090e-03     2.106551271869e-03     3.520755851809e-03
         68.21326602       5.68989300e-16    -1.205827156498e-03     2.158890626500e-03     3.523592071721e-03
         69.45350722      -1.38777878e-17    -1.205890084422e-03     2.208017215695e-03     3.526999991073e-03
         70.69374842      -6.38378239e-16    -1.205958533444e-03     2.253309628271e-03     3.530966873077e-03
         71.93398962      -2.24820162e-15    -1.206041273036e-03     2.294104075415e-03     3.535448102577e-03
         73.17423082      -2.53963517e-15    -1.206153641283e-03     2.329755997399e-03     3.540321831764e-03
         74.41447202       7.21644966e-16    -1.206278847013e-03     2.359725360192e-03     3.545483629562e-03
         75.65471322      -6.66133815e-16    -1.206401899863e-03     2.383618472111e-03     3.550866300715e-03
         76.89495442       8.74300632e-16    -1.206520387998e-03     2.401138099299e-03     3.556446163884e-03
         78.13519562       0.00000000e+00    -1.206633416615e-03     2.412028639443e-03     3.562170126858e-03
         79.37543682       1.52655666e-15    -1.206732660297e-03     2.416112048611e-03     3.567972241930e-03
         80.61567802       1.09634524e-15    -1.206836787382e-03     2.413328548980e-03     3.573745552269e-03
         81.85591922      -2.78943535e-15    -1.206958932383e-03     2.403756860422e-03     3.579392374266e-03
         83.09616042       3.10862447e-15    -1.207087102298e-03     2.387527050992e-03     3.584883358228e-03
         84.33640162       1.09634524e-15    -1.207219912282e-03     2.364724584448e-03     3.590185437112e-03
         85.57664282      -7.07767178e-16    -1.207350629953e-03     2.335627686821e-03     3.595207724691e-03
         86.81688402      -4.85722573e-16    -1.207468036749e-03     2.300692302748e-03     3.599841208577e-03
         88.05712522      -8.88178420e-16    -1.207589926874e-03     2.260394814214e-03     3.603969661575e-03
         89.29736642      -1.92901251e-15    -1.207727542091e-03     2.215253787710e-03     3.607524026711e-03
         90.53760762      -1.38777878e-17    -1.207861796964e-03     2.165952587140e-03     3.610462576089e-03
         91.77784882      -1.51267887e-15    -1.207992044720e-03     2.113253828605e-03     3.612743758851e-03
         93.01809002       5.82867088e-16    -1.208119644076e-03     2.057874499894e-03     3.614356816839e-03
         94.25833122      -8.32667268e-17    -1.208238152285e-03     2.000558722351e-03     3.615289329374e-03
         95.49857243      -3.85802501e-15    -1.208351289410e-03     1.942121271423e-03     3.615486769549e-03
         96.73881363       1.67921232e-15    -1.208459417634e-03     1.883401773809e-03     3.614910344151e-03
         97.97905483      -6.52256027e-16    -1.208553402401e-03     1.825249688342e-03     3.613581345437e-03
         99.21929603      -3.21964677e-15    -1.208633644599e-03     1.768505210557e-03     3.611511204520e-03
        100.45953723      -5.13478149e-16    -1.208703706827e-03     1.714005400690e-03     3.608688700640e-03
        101.69977843       4.99600361e-16    -1.208751852912e-03     1.662601102509e-03     3.605150355300e-03
        102.94001963       2.83106871e-15    -1.208750098263e-03     1.615137120782e-03     3.600948537465e-03
        104.18026083      -2.72004641e-15    -1.208694300050e-03     1.572286568603e-03     3.596098069581e-03
        105.42050203      -1.66533454e-16    -1.208601160095e-03     1.534605469942e-03     3.590663328028e-03
        106.66074323      -1.41553436e-15    -1.208489229644e-03     1.502640394967e-03     3.584753554970e-03
        107.90098443      -7.07767178e-16    -1.208357691719e-03     1.476994918859e-03     3.578462104179e-03
        109.14122563       9.85322934e-16    -1.208199419718e-03     1.458212810435e-03     3.571892586028e-03
        110.38146683       9.29811783e-16    -1.208006833156e-03     1.446688833419e-03     3.565146346334e-03
        111.62170803       1.95676808e-15    -1.207794768297e-03     1.442614261917e-03     3.558262625374e-03
        112.86194923      -9.85322934e-16    -1.207594531768e-03     1.446106738353e-03     3.551303640859e-03
        114.10219043       1.94289029e-16    -1.207404771373e-03     1.457247474830e-03     3.544404201350e-03
        115.34243163      -1.77635684e-15    -1.207211759406e-03     1.475956909715e-03     3.537665491626e-03
        116.58267283      -2.49800181e-15    -1.207049434741e-03     1.502063214543e-03     3.531155703642e-03
        117.82291403      -1.74860126e-15    -1.206933175920e-03     1.535328900212e-03     3.524961138385e-03
        119.06315523      -7.77156117e-16    -1.206825864300e-03     1.575411178362e-03     3.519158041341e-03
        120.30339643      -7.07767178e-16    -1.206723901618e-03     1.621696291394e-03     3.513859005025e-03
        121.54363763      -3.19189120e-16    -1.206639698277e-03     1.673430228027e-03     3.509132082073e-03
        122.78387883       5.27355937e-16    -1.206563200637e-03     1.729937500817e-03     3.504969955789e-03
        124.02412003      -1.77635684e-15    -1.206498519607e-03     1.790455994771e-03     3.501400036892e-03
        125.26436123      -6.10622664e-16    -1.206467821821e-03     1.853982129862e-03     3.498493186937e-03
        126.50460243      -9.15933995e-16    -1.206456133971e-03     1.919472027014e-03     3.496326233098e-03
        127.74484363       1.56819002e-15    -1.206441096488e-03     1.985963093179e-03     3.494975420214e-03
        128.98508483       8.04911693e-16    -1.206419469691e-03     2.052403814012e-03     3.494475505774e-03
        130.22532603      -1.06858966e-15    -1.206380600292e-03     2.117631660695e-03     3.494800156621e-03
        131.46556723       2.99760217e-15    -1.206321607496e-03     2.180556816404e-03     3.495873573586e-03
        132.70580843      -1.80411242e-16    -1.206256870226e-03     2.240161955179e-03     3.497689272659e-03
        133.94604964       4.71844785e-16    -1.206189168602e-03     2.295498789937e-03     3.500241121066e-03
        135.18629084      -1.49880108e-15    -1.206124276475e-03     2.345628004773e-03     3.503499638177e-03
        136.42653204       4.57966998e-16    -1.206067973300e-03     2.389589094494e-03     3.507381997080e-03
        137.66677324      -2.24820162e-15    -1.206005988996e-03     2.426555561955e-03     3.511858998022e-03
        138.90701444      -1.52655666e-16    -1.205922858571e-03     2.455981400869e-03     3.516921296322e-03
        140.14725564      -2.15105711e-15    -1.205831957775e-03     2.477275494145e-03     3.522506721162e-03
        141.38749684       2.38697950e-15    -1.205740992775e-03     2.490048790314e-03     3.528538135193e-03
        142.62773804       6.80011603e-16    -1.205644002238e-03     2.494012558981e-03     3.534990408165e-03
        143.86797924       1.62370117e-15    -1.205567138131e-03     2.489119860448e-03     3.541741032963e-03
        145.10822044       1.73472348e-15    -1.205550613671e-03     2.475560167539e-03     3.548706282384e-03
        146.34846164       1.52655666e-16    -1.205598106258e-03     2.453478658955e-03     3.555854539513e-03
        147.58870284      -1.54043445e-15    -1.205673933812e-03     2.423222573824e-03     3.563040525040e-03
        148.82894404       1.87350135e-15    -1.205777057834e-03     2.385290746543e-03     3.570156350204e-03
        150.06918524       0.00000000e+00    -1.205913697710e-03     2.340350955597e-03     3.577190044896e-03
        151.30942644      -1.23512311e-15    -1.206095865408e-03     2.289233324439e-03     3.584063027257e-03
        152.54966764      -1.90125693e-15    -1.206301242938e-03     2.232867625317e-03     3.590688636378e-03
        153.78990884       1.58206781e-15    -1.206533715094e-03     2.172189168280e-03     3.596917075953e-03
        155.03015004      -2.52575738e-15    -1.206755126948e-03     2.108227504436e-03     3.602684769344e-03
        156.27039124      -8.46545056e-16    -1.206972617208e-03     2.041998264304e-03     3.607851634482e-03
        157.51063244      -3.33066907e-16    -1.207166842360e-03     1.974659101278e-03     3.612440037026e-03
        158.75087364       4.30211422e-16    -1.207338080939e-03     1.907244792492e-03     3.616344375077e-03
        159.99111484       5.82867088e-16    -1.207459799385e-03     1.840979609829e-03     3.619459949235e-03
        161.23135604      -1.44328993e-15    -1.207537932738e-03     1.776949972306e-03     3.621682841508e-03
        162.47159724      -1.40165657e-15    -1.207577795433e-03     1.716150448429e-03     3.623069898214e-03
        163.71183844       2.77555756e-17    -1.207602043876e-03     1.659355931563e-03     3.623568783686e-03
        164.95207964       1.24900090e-16    -1.207611773431e-03     1.607342307864e-03     3.623130243341e-03
        166.19232084      -9.15933995e-16    -1.207594701794e-03     1.560866885984e-03     3.621759438215e-03
        167.43256204      -1.16573418e-15    -1.207547680184e-03     1.520541060137e-03     3.619481836640e-03
        168.67280324       2.06779038e-15    -1.207492092523e-03     1.486804307200e-03     3.616319101237e-03
        169.91304444       2.20656826e-15    -1.207447342342e-03     1.460036060256e-03     3.612254700913e-03
        171.15328564       5.96744876e-16    -1.207408831891e-03     1.440579539151e-03     3.607283646794e-03
        172.39352685      -9.71445147e-17    -1.207353314369e-03     1.428603821760e-03     3.601497222334e-03
        173.63376805      -3.05311332e-16    -1.207275248996e-03     1.424129154240e-03     3.595077230482e-03
        174.87400925      -4.02455846e-16    -1.207198480356e-03     1.427140725824e-03     3.588163910104e-03
        176.11425045       8.60422844e-16    -1.207145754493e-03     1.437502381445e-03     3.580853305336e-03
        177.35449165      -4.16333634e-16    -1.207127628858e-03     1.454904386945e-03     3.573254682953e-03
        178.59473285      -1.48492330e-15    -1.207136763115e-03     1.478996072586e-03     3.565477084320e-03
        179.83497405       2.16493490e-15    -1.207155670001e-03     1.509453338259e-03     3.557587333489e-03
        181.07521525       6.80011603e-16    -1.207165558524e-03     1.545853043286e-03     3.549654138810e-03
        182.31545645       1.56819002e-15    -1.207169001037e-03     1.587630024555e-03     3.541802315873e-03
        183.55569765       3.03923553e-15    -1.207188822458e-03     1.634120813414e-03     3.534181746440e-03
        184.79593885       2.12330153e-15    -1.207259672098e-03     1.684650567579e-03     3.526928626500e-03
        186.03618005      -1.66533454e-15    -1.207389717647e-03     1.738557042167e-03     3.520152417203e-03
        187.27642125      -7.21644966e-16    -1.207561600104e-03     1.795111609325e-03     3.513951015475e-03
        188.51666245      -8.32667268e-17    -1.207726542543e-03     1.853516459693e-03     3.508433557438e-03
        189.75690365       1.36002321e-15    -1.207882334908e-03     1.912887581382e-03     3.503684887700e-03
        190.99714485      -1.77635684e-15    -1.208026022953e-03     1.972376955560e-03     3.499769813291e-03
        192.23738605       3.05311332e-16    -1.208161940978e-03     2.031169439734e-03     3.496727486387e-03
        193.47762725       9.71445147e-16    -1.208301575552e-03     2.088529676095e-03     3.494561323394e-03
        194.71786845      -4.16333634e-17    -1.208438697081e-03     2.143662292737e-03     3.493260174828e-03
        195.95810965      -3.30291350e-15    -1.208545034181e-03     2.195717957393e-03     3.492854989538e-03
        197.19835085       2.09554596e-15    -1.208616960080e-03     2.243951560915e-03     3.493386438254e-03
        198.43859205      -1.44328993e-15    -1.208663934901e-03     2.287843183029e-03     3.494854327864e-03
        199.67883325       1.70696790e-15    -1.208697387533e-03     2.326622775840e-03     3.497219968913e-03
        200.91907445      -1.76247905e-15    -1.208676968333e-03     2.359780787488e-03     3.500431649942e-03
        202.15931565      -9.29811783e-16    -1.208595161705e-03     2.386889974001e-03     3.504447578376e-03
        203.39955685      -6.38378239e-16    -1.208469460368e-03     2.407645929196e-03     3.509200046280e-03
        204.63979805      -1.05471187e-15    -1.208312292985e-03     2.421807101130e-03     3.514597353242e-03
        205.88003925      -4.99600361e-16    -1.208120763806e-03     2.429218003795e-03     3.520555223449e-03
        207.12028045       9.29811783e-16    -1.207892463160e-03     2.429820930123e-03     3.526989230202e-03
        208.36052165      -8.88178420e-16    -1.207646591828e-03     2.423609635339e-03     3.533822619088e-03
        209.60076286       1.20736754e-15    -1.207403410532e-03     2.410651949297e-03     3.541021264617e-03
        210.84100406      -1.95676808e-15    -1.207165462833e-03     2.391160354959e-03     3.548515470222e-03
        212.08124526       1.02695630e-15    -1.206923466941e-03     2.365445844258e-03     3.556166171303e-03
        213.32148646      -6.66133815e-16    -1.206673042748e-03     2.333912133932e-03     3.563823328701e-03
        214.56172766       6.10622664e-16    -1.206429617937e-03     2.297053634033e-03     3.571395316401e-03
        215.80196886      -1.30451205e-15    -1.206213115408e-03     2.255365278104e-03     3.578796895890e-03
        217.04221006       8.32667268e-16    -1.206003747323e-03     2.209462292394e-03     3.585896949832e-03
        218.28245126      -2.12330153e-15    -1.205785131357e-03     2.160077572498e-03     3.592603478174e-03
        219.52269246       1.99840144e-15    -1.205588206059e-03     2.107869331993e-03     3.598875252612e-03
        220.76293366      -3.05311332e-16    -1.205440328914e-03     2.053452724867e-03     3.604648131065e-03
        222.00317486      -4.99600361e-16    -1.205323826320e-03     1.997650577798e-03     3.609799923948e-03
        223.24341606       7.35522754e-16    -1.205222357547e-03     1.941372672317e-03     3.614187224888e-03
        224.48365726      -1.55431223e-15    -1.205136700862e-03     1.885315372292e-03     3.617708221872e-03
        225.72389846       1.51267887e-15    -1.205080734289e-03     1.830063607581e-03     3.620368118114e-03
        226.96413966       1.66533454e-16    -1.205067075653e-03     1.776429519503e-03     3.622192770181e-03
        228.20438086      -6.52256027e-16    -1.205136795209e-03     1.725223058472e-03     3.623138346231e-03
        229.44462206       1.09634524e-15    -1.205253970981e-03     1.677238129131e-03     3.623107758756e-03
        230.68486326      -2.15105711e-15    -1.205367195519e-03     1.633230373188e-03     3.622043450184e-03
        231.92510446      -6.66133815e-16    -1.205468857810e-03     1.593829252496e-03     3.619941302688e-03
        233.16534566      -1.41553436e-15    -1.205578800966e-03     1.559545147056e-03     3.616821129200e-03
        234.40558686      -1.44328993e-15    -1.205706669972e-03     1.531053896165e-03     3.612688545600e-03
        235.64582806      -4.85722573e-16    -1.205869133960e-03     1.508745888223e-03     3.607643886833e-03
        236.88606926      -4.44089210e-16    -1.206053344383e-03     1.492928929148e-03     3.601749231439e-03
        238.12631046       4.44089210e-16    -1.206210645520e-03     1.483898293483e-03     3.595055198685e-03
        239.36655166       1.54043445e-15    -1.206339916460e-03     1.481858512866e-03     3.587616816500e-03
        240.60679286       1.62370117e-15    -1.206473807584e-03     1.486727330453e-03     3.579481203579e-03
        241.84703406      -9.85322934e-16    -1.206616628985e-03     1.498390706539e-03     3.570723619455e-03
        243.08727526      -6.38378239e-16    -1.206772854658e-03     1.516800845729e-03     3.561521159924e-03
        244.32751646      -1.41553436e-15    -1.206963117835e-03     1.541746678102e-03     3.552077384080e-03
        245.56775766      -1.44328993e-15    -1.207188795766e-03     1.572857135742e-03     3.542542902705e-03
        246.80799886      -1.52655666e-16    -1.207437107477e-03     1.609688500581e-03     3.533067793047e-03
        248.04824007       1.70696790e-15    -1.207703603422e-03     1.651676935293e-03     3.523839497733e-03
        249.28848127       1.63757896e-15    -1.207989670488e-03     1.698172693019e-03     3.515026966521e-03
        250.52872247       2.08166817e-16    -1.208281344383e-03     1.748527825427e-03     3.506772138787e-03
        251.76896367      -1.58206781e-15    -1.208578426996e-03     1.801948357988e-03     3.499242530369e-03
        253.00920487      -1.60982339e-15    -1.208871705619e-03     1.857574720716e-03     3.492583185134e-03
        254.24944607      -8.04911693e-16    -1.209141829082e-03     1.914610900580e-03     3.486922352867e-03
        255.48968727       2.91433544e-16    -1.209390513556e-03     1.972214558146e-03     3.482393598660e-03
        256.72992847      -9.29811783e-16    -1.209641584687e-03     2.029372933320e-03     3.479074693506e-03
        257.97016967      -4.02455846e-16    -1.209869474019e-03     2.085189313574e-03     3.477026166675e-03
        259.21041087       3.05311332e-16    -1.210046519206e-03     2.138791882400e-03     3.476373670836e-03
        260.45065207       1.09634524e-15    -1.210147080104e-03     2.189302137205e-03     3.477206605394e-03
        261.69089327      -1.66533454e-16    -1.210183018085e-03     2.235793416245e-03     3.479536294215e-03
        262.93113447      -1.41553436e-15    -1.210178560022e-03     2.277422338193e-03     3.483298842158e-03
        264.17137567      -1.37390099e-15    -1.210110797217e-03     2.313491080851e-03     3.488398502272e-03
        265.41161687      -8.74300632e-16    -1.209944267272e-03     2.343495227051e-03     3.494718324542e-03
        266.65185807      -1.13797860e-15    -1.209682875098e-03     2.366825028747e-03     3.502180548895e-03
        267.89209927      -1.24900090e-16    -1.209361453808e-03     2.382908224605e-03     3.510718368145e-03
        269.13234047      -2.22044605e-16    -1.209023803213e-03     2.391363710815e-03     3.520186469367e-03
        270.37258167      -8.32667268e-16    -1.208626970105e-03     2.391949339412e-03     3.530352113583e-03
        271.61282287      -2.26207941e-15    -1.208202674333e-03     2.384704342807e-03     3.541035472361e-03
        272.85306407       3.51108032e-15    -1.207757065808e-03     2.369760839351e-03     3.552023862772e-03
        274.09330527      -1.80411242e-16    -1.207281677818e-03     2.347443809599e-03     3.563111563963e-03
        275.33354647      -3.88578059e-16    -1.206778111272e-03     2.318198716985e-03     3.574134119134e-03
        276.57378767      -8.74300632e-16    -1.206293971342e-03     2.282570547520e-03     3.584947366700e-03
        277.81402887      -1.05471187e-15    -1.205856729355e-03     2.241198863416e-03     3.595365368670e-03
        279.05427007       3.74700271e-16    -1.205456917957e-03     2.194747242959e-03     3.605199570699e-03
        280.29451127      -1.47104551e-15    -1.205086701470e-03     2.144124918183e-03     3.614294112576e-03
        281.53475247       9.85322934e-16    -1.204753780601e-03     2.090399393137e-03     3.622464480717e-03
        282.77499367      -1.63757896e-15    -1.204485445462e-03     2.034712098785e-03     3.629588354139e-03
        284.01523487      -7.77156117e-16    -1.204300756638e-03     1.978116236579e-03     3.635594169367e-03
        285.25547607       9.71445147e-16    -1.204166688465e-03     1.921637510265e-03     3.640401190300e-03
        286.49571728      -2.77555756e-16    -1.204067776074e-03     1.866290073745e-03     3.643916694503e-03
        287.73595848      -5.55111512e-16    -1.204032159104e-03     1.813020538527e-03     3.646171940929e-03
        288.97619968       1.19348975e-15    -1.204044094754e-03     1.762751527773e-03     3.647165710827e-03
        290.21644088       2.60902411e-15    -1.204057720799e-03     1.716272762382e-03     3.646860624774e-03
        291.45668208       1.36002321e-15    -1.204094691158e-03     1.674325809940e-03     3.645274517841e-03
        292.69692328      -2.34534614e-15    -1.204184465755e-03     1.637562092695e-03     3.642454911068e-03
        293.93716448       1.26287869e-15    -1.204301122785e-03     1.606538862601e-03     3.638455332763e-03
        295.17740568      -1.29063427e-15    -1.204426501998e-03     1.581496073264e-03     3.633371569235e-03
        296.41764688       2.12330153e-15    -1.204590808529e-03     1.562537645267e-03     3.627346599745e-03
        297.65788808       3.21964677e-15    -1.204800227996e-03     1.549858041247e-03     3.620485755847e-03
        298.89812928       6.66133815e-16    -1.205054639915e-03     1.543547102376e-03     3.612818719890e-03
        300.13837048      -9.43689571e-16    -1.205343317274e-03     1.543489562524e-03     3.604423990354e-03
        301.37861168      -1.05471187e-15    -1.205636514503e-03     1.549413846010e-03     3.595409278357e-03
        302.61885288       2.33146835e-15    -1.205924572148e-03     1.561104399903e-03     3.585869548512e-03
        303.85909408       1.12410081e-15    -1.206218511199e-03     1.578266974940e-03     3.575925980660e-03
        305.09933528       9.85322934e-16    -1.206531882156e-03     1.600431023958e-03     3.565707712412e-03
        306.33957648      -1.11022302e-16    -1.206861911807e-03     1.627162070624e-03     3.555322642854e-03
        307.57981768       1.22124533e-15    -1.207197344124e-03     1.658100339441e-03     3.544896521692e-03
        308.82005888      -3.62210262e-15    -1.207518532417e-03     1.692835538137e-03     3.534591538255e-03
        310.06030008      -7.49400542e-16    -1.207805027337e-03     1.730906596213e-03     3.524528920592e-03
        311.30054128      -3.88578059e-16    -1.208054836130e-03     1.771727413913e-03     3.514764022447e-03
        312.54078248      -1.38777878e-16    -1.208280028121e-03     1.814647162533e-03     3.505342197342e-03
        313.78102368       1.13797860e-15    -1.208491092684e-03     1.859040652923e-03     3.496360648654e-03
        315.02126488       8.18789481e-16    -1.208686855339e-03     1.904311698254e-03     3.487981892421e-03
        316.26150608       3.33066907e-16    -1.208856181869e-03     1.949981550321e-03     3.480393225270e-03
        317.50174728      -1.19348975e-15    -1.208983470915e-03     1.995639259520e-03     3.473715684639e-03
        318.74198848       8.04911693e-16    -1.209074509234e-03     2.040739566094e-03     3.468001364811e-03
        319.98222968      -1.04083409e-15    -1.209151692962e-03     2.084626353293e-03     3.463303368700e-03
        321.22247088       1.66533454e-16    -1.209213110140e-03     2.126711840491e-03     3.459688726526e-03
        322.46271208      -2.77555756e-16    -1.209251837208e-03     2.166480018127e-03     3.457237126000e-03
        323.70295329       1.74860126e-15    -1.209262001930e-03     2.203416593569e-03     3.456027051832e-03
        324.94319449       3.33066907e-16    -1.209244311232e-03     2.236952132724e-03     3.456103074533e-03
        326.18343569      -4.71844785e-16    -1.209221150295e-03     2.266620143770e-03     3.457476749721e-03
        327.42367689      -5.55111512e-17    -1.209212003112e-03     2.292036735301e-03     3.460158898039e-03
        328.66391809       2.58126853e-15    -1.209193842572e-03     2.312774914007e-03     3.464143320577e-03
        329.90415929      -7.77156117e-16    -1.209140178157e-03     2.328481351268e-03     3.469401181242e-03
        331.14440049      -3.19189120e-16    -1.209054725301e-03     2.338992218935e-03     3.475896427130e-03
        332.38464169       2.63677968e-16    -1.208930979631e-03     2.344133408391e-03     3.483545201075e-03
        333.62488289       7.63278329e-16    -1.208756403035e-03     2.343712728298e-03     3.492245022476e-03
        334.86512409      -1.60982339e-15    -1.208560941477e-03     2.337646690975e-03     3.501835578266e-03
        336.10536529       4.71844785e-16    -1.208333127583e-03     2.326021680878e-03     3.512279747352e-03
        337.34560649      -1.11022302e-15    -1.208047051536e-03     2.308957930383e-03     3.523400368402e-03
        338.58584769       1.24900090e-16    -1.207725614292e-03     2.286675424513e-03     3.535110737770e-03
        339.82608889      -3.13638004e-15    -1.207377427927e-03     2.259323678580e-03     3.547255551105e-03
        341.06633009      -1.95676808e-15    -1.206967986934e-03     2.227106439839e-03     3.559633091254e-03
        342.30657129      -1.80411242e-16    -1.206505844344e-03     2.190532894195e-03     3.572064597064e-03
        343.54681249       2.35922393e-16    -1.206044801823e-03     2.150233497728e-03     3.584398708631e-03
        344.78705369      -4.16333634e-16    -1.205592588832e-03     2.106789497559e-03     3.596505643317e-03
        346.02729489      -1.19348975e-15    -1.205130520964e-03     2.060849409333e-03     3.608201637183e-03
        347.26753609      -1.92901251e-15    -1.204659042854e-03     2.013105443482e-03     3.619296008029e-03
        348.50777729      -1.12410081e-15    -1.204209697813e-03     1.964168606836e-03     3.629601409989e-03
        349.74801849      -1.19348975e-15    -1.203786412932e-03     1.914842478131e-03     3.638983100351e-03
        350.98825969       4.57966998e-16    -1.203412120125e-03     1.865788125793e-03     3.647381244792e-03
        352.22850089      -2.55351296e-15    -1.203076171773e-03     1.817856115059e-03     3.654675173690e-03
        353.46874209      -7.49400542e-16    -1.202789075051e-03     1.771843388028e-03     3.660749673844e-03
        354.70898329       5.27355937e-16    -1.202578334969e-03     1.728388739781e-03     3.665526896426e-03
        355.94922449       4.02455846e-16    -1.202478742031e-03     1.688089787613e-03     3.668922892649e-03
        357.18946569      -1.05471187e-15    -1.202497099014e-03     1.651679608926e-03     3.670858014113e-03
        358.42970689       4.71844785e-16    -1.202646769026e-03     1.619776482110e-03     3.671317587807e-03
        359.66994809      -3.05311332e-16    -1.202935521824e-03     1.592664271036e-03     3.670307700176e-03
