# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
    4.500000     2.7747738835e-01     0.0000000000e+00     0.0000000000e+00
    4.550000     6.0664993089e-01     0.0000000000e+00     0.0000000000e+00
    4.600000     8.6983076967e-01    -0.0000000000e+00     0.0000000000e+00
    4.650000     9.1205786679e-01    -0.0000000000e+00     0.0000000000e+00
    4.700000     7.2489621527e-01     0.0000000000e+00     0.0000000000e+00
    4.750000     4.1150420345e-01     0.0000000000e+00     0.0000000000e+00
    4.800000     2.0431983826e-01     0.0000000000e+00     0.0000000000e+00
    4.850000     1.6514099081e-01     0.0000000000e+00     0.0000000000e+00
    4.900000     1.7549384478e-01     0.0000000000e+00     0.0000000000e+00
    4.950000     2.0578472719e-01     0.0000000000e+00     0.0000000000e+00
    5.000000     3.2071699814e-01     0.0000000000e+00     0.0000000000e+00
    5.050000     5.5565881765e-01    -0.0000000000e+00     0.0000000000e+00
    5.100000     8.6374520373e-01    -0.0000000000e+00     0.0000000000e+00
    5.150000     9.5388690821e-01     0.0000000000e+00     0.0000000000e+00
    5.200000     6.9423384565e-01     0.0000000000e+00     0.0000000000e+00
    5.250000     3.7945880670e-01     0.0000000000e+00    -0.0000000000e+00
    5.300000     2.0740112981e-01     0.0000000000e+00    -0.0000000000e+00
    5.350000     1.4477468633e-01     0.0000000000e+00    -0.0000000000e+00
    5.400000     1.1380118236e-01    -0.0000000000e+00     0.0000000000e+00
    5.450000     8.6003165466e-02    -0.0000000000e+00     0.0000000000e+00
    5.500000     8.3544369548e-02     0.0000000000e+00     0.0000000000e+00
    5.550000     1.2453802308e-01     0.0000000000e+00     0.0000000000e+00
    5.600000     1.8021381069e-01     0.0000000000e+00     0.0000000000e+00
    5.650000     2.1889415377e-01     0.0000000000e+00     0.0000000000e+00
    5.700000     2.1109656043e-01     0.0000000000e+00     0.0000000000e+00
    5.750000     1.5596577951e-01     0.0000000000e+00     0.0000000000e+00
    5.800000     1.1553262526e-01     0.0000000000e+00     0.0000000000e+00
    5.850000     1.4152440005e-01    -0.0000000000e+00     0.0000000000e+00
    5.900000     1.8907713340e-01    -0.0000000000e+00     0.0000000000e+00
    5.950000     1.7066763855e-01    -0.0000000000e+00     0.0000000000e+00
    6.000000     1.1227102136e-01    -0.0000000000e+00     0.0000000000e+00
    6.050000     9.9524819034e-02    -0.0000000000e+00     0.0000000000e+00
    6.100000     1.2696575978e-01     0.0000000000e+00     0.0000000000e+00
    6.150000     1.2968142223e-01     0.0000000000e+00    -0.0000000000e+00
    6.200000     1.1804079198e-01     0.0000000000e+00    -0.0000000000e+00
    6.250000     1.4983183941e-01     0.0000000000e+00    -0.0000000000e+00
    6.300000     2.0753059284e-01     0.0000000000e+00    -0.0000000000e+00
    6.350000     2.0419932201e-01     0.0000000000e+00     0.0000000000e+00
    6.400000     1.4254480181e-01     0.0000000000e+00     0.0000000000e+00
    6.450000     9.7541518899e-02     0.0000000000e+00     0.0000000000e+00
    6.500000     7.0744037191e-02     0.0000000000e+00     0.0000000000e+00
    6.550000     4.6656221210e-02    -0.0000000000e+00     0.0000000000e+00
    6.600000     3.5878573039e-02    -0.0000000000e+00     0.0000000000e+00
    6.650000     3.4991871747e-02     0.0000000000e+00     0.0000000000e+00
    6.700000     3.0089079831e-02     0.0000000000e+00     0.0000000000e+00
    6.750000     3.0824383727e-02     0.0000000000e+00     0.0000000000e+00
    6.800000     4.5018222391e-02    -0.0000000000e+00    -0.0000000000e+00
    6.850000     6.1914822558e-02     0.0000000000e+00     0.0000000000e+00
    6.900000     8.1905239072e-02     0.0000000000e+00     0.0000000000e+00
    6.950000     1.0369764612e-01     0.0000000000e+00     0.0000000000e+00
    7.000000     1.0395477425e-01     0.0000000000e+00     0.0000000000e+00
    7.050000     8.5112689928e-02     0.0000000000e+00     0.0000000000e+00
    7.100000     6.4889486105e-02     0.0000000000e+00     0.0000000000e+00
    7.150000     4.5525188902e-02     0.0000000000e+00    -0.0000000000e+00
    7.200000     3.2954019057e-02    -0.0000000000e+00    -0.0000000000e+00
    7.250000     2.5489793895e-02    -0.0000000000e+00     0.0000000000e+00
    7.300000     2.2067643302e-02    -0.0000000000e+00     0.0000000000e+00
    7.350000     2.6248264774e-02     0.0000000000e+00     0.0000000000e+00
    7.400000     3.2211472495e-02     0.0000000000e+00     0.0000000000e+00
    7.450000     3.1229087806e-02     0.0000000000e+00     0.0000000000e+00
    7.500000     2.6878487610e-02     0.0000000000e+00     0.0000000000e+00
    7.550000     2.5495686750e-02     0.0000000000e+00    -0.0000000000e+00
    7.600000     2.7278099006e-02     0.0000000000e+00    -0.0000000000e+00
    7.650000     2.9082022708e-02     0.0000000000e+00     0.0000000000e+00
    7.700000     2.5918056533e-02     0.0000000000e+00     0.0000000000e+00
    7.750000     1.9760967534e-02    -0.0000000000e+00     0.0000000000e+00
    7.800000     1.4175801321e-02    -0.0000000000e+00    -0.0000000000e+00
    7.850000     1.2755520941e-02     0.0000000000e+00    -0.0000000000e+00
    7.900000     1.5771048825e-02     0.0000000000e+00    -0.0000000000e+00
    7.950000     2.2157091972e-02    -0.0000000000e+00    -0.0000000000e+00
    8.000000     2.8980732707e-02     0.0000000000e+00     0.0000000000e+00
    8.050000     3.1542806108e-02     0.0000000000e+00     0.0000000000e+00
    8.100000     2.8763601771e-02     0.0000000000e+00     0.0000000000e+00
    8.150000     2.4648567094e-02     0.0000000000e+00     0.0000000000e+00
    8.200000     2.2850486570e-02     0.0000000000e+00     0.0000000000e+00
    8.250000     2.2343522121e-02     0.0000000000e+00     0.0000000000e+00
    8.300000     2.2921259724e-02     0.0000000000e+00     0.0000000000e+00
    8.350000     2.4043978145e-02     0.0000000000e+00     0.0000000000e+00
    8.400000     2.6439160521e-02     0.0000000000e+00     0.0000000000e+00
    8.450000     2.5901197297e-02     0.0000000000e+00     0.0000000000e+00
    8.500000     2.0028957990e-02     0.0000000000e+00     0.0000000000e+00
    8.550000     1.3864064038e-02     0.0000000000e+00     0.0000000000e+00
    8.600000     1.3110844215e-02     0.0000000000e+00     0.0000000000e+00
    8.650000     1.5464119684e-02     0.0000000000e+00     0.0000000000e+00
    8.700000     1.5307825642e-02     0.0000000000e+00     0.0000000000e+00
    8.750000     1.4530354871e-02     0.0000000000e+00    -0.0000000000e+00
    8.800000     1.4922638048e-02    -0.0000000000e+00    -0.0000000000e+00
    8.850000     1.5660860139e-02    -0.0000000000e+00    -0.0000000000e+00
    8.900000     1.4137930485e-02     0.0000000000e+00     0.0000000000e+00
    8.950000     1.1183541233e-02     0.0000000000e+00     0.0000000000e+00
    9.000000     9.9016549582e-03     0.0000000000e+00     0.0000000000e+00
    9.050000     1.2381719109e-02     0.0000000000e+00     0.0000000000e+00
    9.100000     1.5912684131e-02     0.0000000000e+00     0.0000000000e+00
    9.150000     1.8301403769e-02     0.0000000000e+00    -0.0000000000e+00
    9.200000     1.9483672415e-02     0.0000000000e+00     0.0000000000e+00
    9.250000     1.9617539522e-02     0.0000000000e+00     0.0000000000e+00
    9.300000     1.9055321205e-02    -0.0000000000e+00     0.0000000000e+00
    9.350000     1.6436961438e-02    -0.0000000000e+00     0.0000000000e+00
    9.400000     1.3743805845e-02    -0.0000000000e+00     0.0000000000e+00
    9.450000     1.2377840743e-02     0.0000000000e+00     0.0000000000e+00
    9.500000     1.3164493751e-02     0.0000000000e+00     0.0000000000e+00
    9.550000     1.3856954271e-02     0.0000000000e+00     0.0000000000e+00
    9.600000     1.2379871089e-02     0.0000000000e+00     0.0000000000e+00
    9.650000     1.0395881265e-02     0.0000000000e+00    -0.0000000000e+00
    9.700000     1.0712193536e-02     0.0000000000e+00    -0.0000000000e+00
    9.750000     1.1727407216e-02     0.0000000000e+00    -0.0000000000e+00
    9.800000     1.0759891257e-02     0.0000000000e+00     0.0000000000e+00
    9.850000     9.8194762108e-03     0.0000000000e+00     0.0000000000e+00
    9.900000     1.2049661210e-02    -0.0000000000e+00     0.0000000000e+00
    9.950000     1.7385343147e-02     0.0000000000e+00     0.0000000000e+00
   10.000000     1.9586546700e-02     0.0000000000e+00     0.0000000000e+00
   10.050000     1.5362077804e-02     0.0000000000e+00     0.0000000000e+00
   10.100000     8.8016686277e-03     0.0000000000e+00     0.0000000000e+00
   10.150000     6.7124314237e-03    -0.0000000000e+00     0.0000000000e+00
   10.200000     8.6953893578e-03    -0.0000000000e+00     0.0000000000e+00
   10.250000     9.2122970295e-03    -0.0000000000e+00     0.0000000000e+00
   10.300000     6.4899312278e-03     0.0000000000e+00     0.0000000000e+00
   10.350000     4.6585818333e-03     0.0000000000e+00     0.0000000000e+00
   10.400000     6.6686496272e-03     0.0000000000e+00     0.0000000000e+00
   10.450000     9.0157422857e-03     0.0000000000e+00     0.0000000000e+00
   10.500000     9.6862085646e-03     0.0000000000e+00    -0.0000000000e+00
   10.550000     1.0170396471e-02     0.0000000000e+00    -0.0000000000e+00
   10.600000     1.2495078293e-02     0.0000000000e+00     0.0000000000e+00
   10.650000     1.4442607924e-02    -0.0000000000e+00     0.0000000000e+00
   10.700000     1.3921862769e-02    -0.0000000000e+00     0.0000000000e+00
   10.750000     1.1485081239e-02     0.0000000000e+00     0.0000000000e+00
   10.800000     9.7637894947e-03     0.0000000000e+00     0.0000000000e+00
   10.850000     8.9291643166e-03     0.0000000000e+00     0.0000000000e+00
   10.900000     8.1475180955e-03     0.0000000000e+00    -0.0000000000e+00
   10.950000     9.6635626676e-03     0.0000000000e+00    -0.0000000000e+00
   11.000000     1.3492603412e-02     0.0000000000e+00    -0.0000000000e+00
   11.050000     1.6208135002e-02    -0.0000000000e+00     0.0000000000e+00
   11.100000     1.4369293834e-02    -0.0000000000e+00     0.0000000000e+00
   11.150000     1.0960155087e-02     0.0000000000e+00     0.0000000000e+00
   11.200000     9.8564321417e-03     0.0000000000e+00     0.0000000000e+00
   11.250000     1.1032344186e-02     0.0000000000e+00     0.0000000000e+00
   11.300000     1.1996475198e-02     0.0000000000e+00     0.0000000000e+00
   11.350000     1.2272871160e-02     0.0000000000e+00    -0.0000000000e+00
   11.400000     1.2983728490e-02     0.0000000000e+00     0.0000000000e+00
   11.450000     1.3904220495e-02     0.0000000000e+00     0.0000000000e+00
   11.500000     1.4455622942e-02     0.0000000000e+00     0.0000000000e+00
   11.550000     1.4785326814e-02     0.0000000000e+00     0.0000000000e+00
   11.600000     1.5136400822e-02     0.0000000000e+00     0.0000000000e+00
   11.650000     1.5182409496e-02     0.0000000000e+00     0.0000000000e+00
   11.700000     1.5589635150e-02     0.0000000000e+00     0.0000000000e+00
   11.750000     1.3518033668e-02     0.0000000000e+00    -0.0000000000e+00
   11.800000     9.1890680655e-03     0.0000000000e+00    -0.0000000000e+00
   11.850000     6.1285255075e-03     0.0000000000e+00    -0.0000000000e+00
   11.900000     6.1252315771e-03     0.0000000000e+00     0.0000000000e+00
   11.950000     7.5106995331e-03    -0.0000000000e+00     0.0000000000e+00
   12.000000     9.1026123795e-03    -0.0000000000e+00    -0.0000000000e+00
   12.050000     1.2661418786e-02    -0.0000000000e+00    -0.0000000000e+00
   12.100000     1.8192449557e-02     0.0000000000e+00    -0.0000000000e+00
   12.150000     2.2766288109e-02     0.0000000000e+00     0.0000000000e+00
   12.200000     2.4393733222e-02     0.0000000000e+00     0.0000000000e+00
   12.250000     2.3960161346e-02     0.0000000000e+00     0.0000000000e+00
   12.300000     2.0533950040e-02     0.0000000000e+00     0.0000000000e+00
   12.350000     1.5962896641e-02     0.0000000000e+00     0.0000000000e+00
   12.400000     1.2927665009e-02     0.0000000000e+00     0.0000000000e+00
   12.450000     1.2019672830e-02     0.0000000000e+00     0.0000000000e+00
   12.500000     1.2773717527e-02     0.0000000000e+00     0.0000000000e+00
   12.550000     1.3589762681e-02     0.0000000000e+00     0.0000000000e+00
   12.600000     1.3143968275e-02     0.0000000000e+00     0.0000000000e+00
   12.650000     1.2525953179e-02     0.0000000000e+00     0.0000000000e+00
   12.700000     1.2612920821e-02     0.0000000000e+00     0.0000000000e+00
   12.750000     1.3483495841e-02     0.0000000000e+00     0.0000000000e+00
   12.800000     1.4768889957e-02    -0.0000000000e+00     0.0000000000e+00
   12.850000     1.4391053394e-02    -0.0000000000e+00     0.0000000000e+00
   12.900000     1.2629487904e-02     0.0000000000e+00     0.0000000000e+00
   12.950000     9.8118458356e-03     0.0000000000e+00     0.0000000000e+00
   13.000000     8.1474688608e-03     0.0000000000e+00     0.0000000000e+00
   13.050000     9.0239194364e-03    -0.0000000000e+00     0.0000000000e+00
   13.100000     1.1623736656e-02     0.0000000000e+00     0.0000000000e+00
   13.150000     1.5223709364e-02     0.0000000000e+00     0.0000000000e+00
   13.200000     1.8475757614e-02     0.0000000000e+00     0.0000000000e+00
   13.250000     1.7791545898e-02     0.0000000000e+00     0.0000000000e+00
   13.300000     1.2466682490e-02    -0.0000000000e+00     0.0000000000e+00
   13.350000     7.0118468657e-03    -0.0000000000e+00     0.0000000000e+00
   13.400000     4.1629670644e-03     0.0000000000e+00    -0.0000000000e+00
   13.450000     5.0513629858e-03     0.0000000000e+00    -0.0000000000e+00
   13.500000     8.8220174151e-03     0.0000000000e+00    -0.0000000000e+00
   13.550000     1.3974173393e-02     0.0000000000e+00    -0.0000000000e+00
   13.600000     1.7126547719e-02     0.0000000000e+00     0.0000000000e+00
   13.650000     1.8691664178e-02    -0.0000000000e+00     0.0000000000e+00
   13.700000     1.9105920043e-02    -0.0000000000e+00     0.0000000000e+00
   13.750000     1.6658015199e-02    -0.0000000000e+00     0.0000000000e+00
   13.800000     1.3689726026e-02     0.0000000000e+00     0.0000000000e+00
   13.850000     1.2254878815e-02     0.0000000000e+00     0.0000000000e+00
   13.900000     1.2241485607e-02     0.0000000000e+00     0.0000000000e+00
   13.950000     1.1984017484e-02     0.0000000000e+00     0.0000000000e+00
   14.000000     1.2031889598e-02     0.0000000000e+00     0.0000000000e+00
   14.050000     1.2745296979e-02     0.0000000000e+00     0.0000000000e+00
   14.100000     1.2336242287e-02     0.0000000000e+00     0.0000000000e+00
   14.150000     9.5931608466e-03    -0.0000000000e+00    -0.0000000000e+00
   14.200000     8.6451412105e-03    -0.0000000000e+00    -0.0000000000e+00
   14.250000     1.0946757339e-02     0.0000000000e+00    -0.0000000000e+00
   14.300000     1.3184659363e-02     0.0000000000e+00    -0.0000000000e+00
   14.350000     1.3878647756e-02     0.0000000000e+00    -0.0000000000e+00
   14.400000     1.2926127223e-02     0.0000000000e+00    -0.0000000000e+00
   14.450000     1.1113161840e-02     0.0000000000e+00    -0.0000000000e+00
   14.500000     8.8300484900e-03     0.0000000000e+00     0.0000000000e+00
   14.550000     8.8302785343e-03     0.0000000000e+00     0.0000000000e+00
   14.600000     1.1407368708e-02     0.0000000000e+00     0.0000000000e+00
   14.650000     1.4303271622e-02     0.0000000000e+00     0.0000000000e+00
   14.700000     1.6854406331e-02    -0.0000000000e+00     0.0000000000e+00
   14.750000     2.0932875333e-02     0.0000000000e+00     0.0000000000e+00
   14.800000     2.4838979812e-02     0.0000000000e+00     0.0000000000e+00
   14.850000     2.3208683189e-02    -0.0000000000e+00    -0.0000000000e+00
   14.900000     1.5901621286e-02    -0.0000000000e+00     0.0000000000e+00
   14.950000     9.6384087608e-03    -0.0000000000e+00     0.0000000000e+00
   15.000000     8.9727541278e-03    -0.0000000000e+00     0.0000000000e+00
   15.050000     1.0984368916e-02    -0.0000000000e+00     0.0000000000e+00
   15.100000     1.2117082742e-02    -0.0000000000e+00     0.0000000000e+00
   15.150000     1.1372696435e-02    -0.0000000000e+00     0.0000000000e+00
   15.200000     1.0965652197e-02    -0.0000000000e+00     0.0000000000e+00
   15.250000     1.1969037639e-02     0.0000000000e+00     0.0000000000e+00
   15.300000     1.3602098946e-02     0.0000000000e+00     0.0000000000e+00
   15.350000     1.4482535910e-02     0.0000000000e+00     0.0000000000e+00
   15.400000     1.4421753620e-02     0.0000000000e+00     0.0000000000e+00
   15.450000     1.4541976119e-02     0.0000000000e+00     0.0000000000e+00
   15.500000     1.6307214568e-02     0.0000000000e+00     0.0000000000e+00
   15.550000     1.7495644815e-02     0.0000000000e+00     0.0000000000e+00
   15.600000     1.4973606456e-02    -0.0000000000e+00    -0.0000000000e+00
   15.650000     1.2178300985e-02    -0.0000000000e+00    -0.0000000000e+00
   15.700000     1.1769323041e-02     0.0000000000e+00    -0.0000000000e+00
   15.750000     1.3469231469e-02     0.0000000000e+00    -0.0000000000e+00
   15.800000     1.5010930196e-02     0.0000000000e+00     0.0000000000e+00
   15.850000     1.5474434333e-02     0.0000000000e+00     0.0000000000e+00
   15.900000     1.5485525002e-02     0.0000000000e+00     0.0000000000e+00
   15.950000     1.5891680199e-02     0.0000000000e+00     0.0000000000e+00
   16.000000     1.6774473505e-02    -0.0000000000e+00     0.0000000000e+00
   16.050000     1.7658106417e-02    -0.0000000000e+00     0.0000000000e+00
   16.100000     1.7859700756e-02    -0.0000000000e+00     0.0000000000e+00
   16.150000     1.6400704805e-02     0.0000000000e+00     0.0000000000e+00
   16.200000     1.4463546353e-02     0.0000000000e+00     0.0000000000e+00
   16.250000     1.2902196167e-02     0.0000000000e+00    -0.0000000000e+00
   16.300000     1.3852123220e-02     0.0000000000e+00     0.0000000000e+00
   16.350000     1.6521688454e-02     0.0000000000e+00     0.0000000000e+00
   16.400000     1.7986015830e-02     0.0000000000e+00     0.0000000000e+00
   16.450000     1.8352471279e-02     0.0000000000e+00     0.0000000000e+00
   16.500000     2.0441419919e-02     0.0000000000e+00     0.0000000000e+00
   16.550000     2.4781622134e-02     0.0000000000e+00     0.0000000000e+00
   16.600000     2.6613891955e-02     0.0000000000e+00     0.0000000000e+00
   16.650000     2.4060486090e-02     0.0000000000e+00     0.0000000000e+00
   16.700000     2.0398475383e-02     0.0000000000e+00     0.0000000000e+00
   16.750000     1.7455466933e-02     0.0000000000e+00     0.0000000000e+00
   16.800000     1.4830166645e-02     0.0000000000e+00     0.0000000000e+00
   16.850000     1.3734935282e-02     0.0000000000e+00     0.0000000000e+00
   16.900000     1.3856119014e-02     0.0000000000e+00    -0.0000000000e+00
   16.950000     1.4190106592e-02     0.0000000000e+00    -0.0000000000e+00
   17.000000     1.4454702148e-02     0.0000000000e+00    -0.0000000000e+00
   17.050000     1.4118697064e-02     0.0000000000e+00     0.0000000000e+00
   17.100000     1.2724929850e-02    -0.0000000000e+00    -0.0000000000e+00
   17.150000     1.1821326271e-02    -0.0000000000e+00    -0.0000000000e+00
   17.200000     1.2794814993e-02    -0.0000000000e+00    -0.0000000000e+00
   17.250000     1.4143900407e-02    -0.0000000000e+00    -0.0000000000e+00
   17.300000     1.4169906200e-02     0.0000000000e+00     0.0000000000e+00
   17.350000     1.3242049711e-02     0.0000000000e+00     0.0000000000e+00
   17.400000     1.3025806120e-02     0.0000000000e+00     0.0000000000e+00
   17.450000     1.2441448144e-02     0.0000000000e+00     0.0000000000e+00
   17.500000     1.1041308446e-02    -0.0000000000e+00     0.0000000000e+00
   17.550000     9.8428516819e-03    -0.0000000000e+00    -0.0000000000e+00
   17.600000     1.0391671272e-02     0.0000000000e+00    -0.0000000000e+00
   17.650000     1.1497446017e-02     0.0000000000e+00     0.0000000000e+00
   17.700000     1.1611306693e-02     0.0000000000e+00     0.0000000000e+00
   17.750000     1.1514015010e-02     0.0000000000e+00     0.0000000000e+00
   17.800000     1.0496879568e-02     0.0000000000e+00     0.0000000000e+00
   17.850000     8.9463699727e-03     0.0000000000e+00     0.0000000000e+00
   17.900000     8.5334205226e-03     0.0000000000e+00     0.0000000000e+00
   17.950000     1.0761676459e-02     0.0000000000e+00     0.0000000000e+00
   18.000000     1.5230155150e-02     0.0000000000e+00     0.0000000000e+00
   18.050000     1.9232385524e-02    -0.0000000000e+00     0.0000000000e+00
   18.100000     1.8804543177e-02     0.0000000000e+00    -0.0000000000e+00
   18.150000     1.5217653368e-02     0.0000000000e+00     0.0000000000e+00
   18.200000     1.1930672933e-02     0.0000000000e+00     0.0000000000e+00
   18.250000     1.0038818511e-02     0.0000000000e+00     0.0000000000e+00
   18.300000     9.2179513054e-03     0.0000000000e+00     0.0000000000e+00
   18.350000     8.8700506009e-03     0.0000000000e+00     0.0000000000e+00
   18.400000     9.9048715518e-03    -0.0000000000e+00    -0.0000000000e+00
